region,year,group,RRinc,RRmean,cons_2005ppp_pc,gdp_2005ppp_pc,totpop
Other Asia,2003,4,852.5,1218,1934.295,2836.794,82.29399
Other Asia,2009,4,881,1244,2221.117,3364.21,90.17314
Other Asia,1996,4,644,1039,881.5393,2359.963,5.104153
Mature economies,1987,4,3715.5,4096,4870.333,9440.675,37.82449
Mature economies,1992,4,2131.75,2373,4342.563,7748.002,38.46141
Mature economies,1999,4,3390.5,3893,6354.637,11212.92,38.66348
Mature economies,2004,4,3417.5,4077,7498.92,13297.14,38.20457
Mature economies,2008,4,3927.5,4615,8927.538,16454.81,38.12576
Mature economies,1989,4,4608.75,5491,8602.401,15528.71,10.01961
Mature economies,1994,4,6146.5,7672,10211.51,16845.37,9.982591
Mature economies,1998,4,5102.25,6434,11403.72,19747.48,10.12929
Mature economies,2005,4,6275,8296,12812.65,21368.96,10.44108
Mature economies,2008,4,6552.5,8151,13458.68,22036.85,10.62241
L. America & Carib.,1990,4,2587,3456,2934.753,4004.968,4.023628
L. America & Carib.,1995,4,1931.75,3412,3105.931,4269.358,4.575121
L. America & Carib.,1999,4,1822.25,3087,3024.191,4008.263,5.12405
L. America & Carib.,2003,4,1639.75,2894,2598.764,3784.269,5.675754
L. America & Carib.,2008,4,2028.75,3213,3063.722,4353.127,6.230242
Mature economies,1994,4,1055.75,1190,3348.386,6717.023,22.76328
Mature economies,1998,4,1917.25,2225,3995.684,6759.25,22.50734
Mature economies,2008,4,2160.5,2558,7148.768,11781.86,21.51362
"Russia, C. Asia, SE Europe",1993,4,2456.75,3615,3442.029,9343.791,148.52
"Russia, C. Asia, SE Europe",1999,4,1823.25,2256,3223.364,7829.368,146.899
"Russia, C. Asia, SE Europe",2003,4,2446.5,3066,4451.41,10292.1,144.5994
"Russia, C. Asia, SE Europe",2008,4,4103.25,5656,8026.771,14767.3,141.95
Sub-Saharan Africa,2000,4,282.5,464,428.4972,660.9517,6.944116
Sub-Saharan Africa,2005,4,298.25,507,527.6638,840.4747,8.857859
Sub-Saharan Africa,2010,4,366.25,602,701.6184,1040.713,10.00409
Sub-Saharan Africa,2009,4,811.5,979,1470.626,1986.196,32.43831
Sub-Saharan Africa,1994,4,438.75,601,937.7445,1383.843,7.91508
Sub-Saharan Africa,2005,4,623,802,1073.082,1677.001,10.29796
Mature economies,1993,4,5746.75,7885,9311.715,29482.72,3.3135
Mature economies,1998,4,7869,10631,9374.898,33712.47,3.9272
Mature economies,2003,4,8558.5,12162,12626.61,40134.38,4.1148
Mature economies,2008,4,11499.5,15891,13665.59,48159.69,4.8394
Sub-Saharan Africa,2003,4,440,614,750.1048,611.7283,4.73002
L. America & Carib.,1989,4,1524.75,2075,2262.092,3552.107,5.189565
L. America & Carib.,1995,4,1558.25,2329,3763.371,4608.958,5.584047
L. America & Carib.,1998,4,1519.5,2358,3931.207,4945.054,5.878097
L. America & Carib.,2003,4,1634,2381,4432.198,5443.758,6.008523
L. America & Carib.,2008,4,1782.25,2574,5348.636,6150.745,6.129628
"Russia, C. Asia, SE Europe",2003,4,2953.25,3514,5273.691,7353.72,7.480591
"Russia, C. Asia, SE Europe",2008,4,2512.5,2854,5910.396,9772.396,7.350221
L. America & Carib.,1999,4,1412,2234,2139.621,5036.398,0.454124
Mature economies,1992,4,4557,4846,4778.72,10102.88,5.325305
Mature economies,1997,4,3968.75,4233,6198.641,12037.62,5.390516
Mature economies,2004,4,3981.75,4315,8026.907,15178.38,5.379607
Mature economies,2008,4,4565.5,4879,10203.75,20402.89,5.406626
Mature economies,1993,4,5696,6668,7781.372,14621.06,1.991746
Mature economies,1998,4,13449,14755,9698.387,18065.33,1.981629
Mature economies,2002,4,6371.5,7220,10889.42,21066.61,1.995733
Mature economies,2008,4,9548.25,10331,13216.4,27225.48,2.021316
Mature economies,1995,4,9961.5,10737,11832.37,24640.54,8.718561
Mature economies,2000,4,10972.25,12355,14038.13,29145.49,8.850974
Mature economies,2005,4,12615.75,14044,15417.22,32702.98,8.958229
Mature economies,2008,4,12592,13865,16080.47,34300.56,9.219637
Sub-Saharan Africa,1994,4,212.75,413,1611.061,3946.378,0.92642
Sub-Saharan Africa,2000,4,357.5,566,2511.655,4448.161,1.008143
Sub-Saharan Africa,2009,4,592.5,958,4309.678,5296.973,1.031747
Sub-Saharan Africa,1999,4,4132,5622,7488.732,18316.85,0.078846
Sub-Saharan Africa,2006,4,2381.25,5590,7163.662,19282.53,0.086956
M. East & N. Africa,2004,4,1277.75,1625,1957.193,3995.753,17.4901
Sub-Saharan Africa,2002,4,377.5,495,849.8564,846.4162,9.153893
Sub-Saharan Africa,2006,4,549.25,675,634.8887,873.3167,5.776837
Other Asia,1988,4,884,1279,1761.616,3250.703,55.37053
Other Asia,1994,4,1254.75,1808,2770.184,5255.747,58.67118
Other Asia,1998,4,1413.25,1964,2643.27,5145.914,61.66038
Other Asia,2002,4,1466.75,2053,3039.396,5778.475,65.37028
Other Asia,2008,4,1848,2526,3678.723,7377.964,68.26798
"Russia, C. Asia, SE Europe",1999,4,462.25,520,613.9971,904.5659,6.027676
"Russia, C. Asia, SE Europe",2003,4,570,681,867.6338,1250.332,6.336724
"Russia, C. Asia, SE Europe",2009,4,1025,1195,1124.178,1845.624,6.691416
"Russia, C. Asia, SE Europe",2005,4,1960,2479,1837.626,4761.854,4.647912
Other Asia,2007,4,541.25,665,791.9038,1000.622,1.077911
L. America & Carib.,1988,4,2415.5,3184,2949.767,10879.6,1.201224
L. America & Carib.,1992,4,1761.5,2235,2706.038,10769.29,1.24359
M. East & N. Africa,1990,4,1406.5,1815,2397.9,4496.55,7.857619
M. East & N. Africa,1995,4,1386,1849,2590.842,4948.259,8.6574
M. East & N. Africa,2000,4,1654,2189,3072.205,6077.351,9.3333
M. East & N. Africa,2005,4,1955.75,2614,3705.738,7182.366,9.8398
"Russia, C. Asia, SE Europe",1987,4,1843.5,2593,4456.083,7604.226,52.2785
"Russia, C. Asia, SE Europe",1994,4,1840.5,2446,4839.866,8208.124,56.95999
"Russia, C. Asia, SE Europe",2000,4,2469,3312,5833.506,9827.625,61.74267
"Russia, C. Asia, SE Europe",2003,4,1939.25,2646,6030.9,9933.657,66.33943
"Russia, C. Asia, SE Europe",2008,4,2944.5,3666,7430.116,12405.5,70.92373
Sub-Saharan Africa,1993,4,648,829,393.6049,807.6062,28.1523
Sub-Saharan Africa,2001,4,258.75,319,490.1471,897.0177,36.78828
Sub-Saharan Africa,2007,4,347.5,441,611.7991,1157.504,42.26767
Sub-Saharan Africa,1989,4,320.5,441,394.4634,547.3591,16.48237
Sub-Saharan Africa,1992,4,331.75,455,403.7306,574.1288,19.56197
Sub-Saharan Africa,1999,4,388.25,539,534.4111,773.3151,22.78884
Sub-Saharan Africa,2005,4,454,632,558.2632,911.0815,26.64163
Sub-Saharan Africa,2009,4,574,820,683.178,1120.595,31.33939
"Russia, C. Asia, SE Europe",1995,4,1921.5,2459,1682.684,3898.653,52.17921
"Russia, C. Asia, SE Europe",1999,4,1568.25,1794,1572.386,3455.54,50.14394
"Russia, C. Asia, SE Europe",2003,4,1908.25,2144,2236.111,4777.993,47.81295
"Russia, C. Asia, SE Europe",2008,4,3423.5,3888,4749.181,6734.031,46.2582
L. America & Carib.,1989,4,3798.5,5041,4314.06,7329.364,3.068166
L. America & Carib.,1992,4,3323.25,4266,4892.546,8043.744,3.177035
L. America & Carib.,1998,4,4430.5,5965,6400.676,10074.47,3.273777
L. America & Carib.,2003,4,2796.75,4029,5109.759,8586.845,3.30354
L. America & Carib.,2008,4,3595.5,5179,7190.412,11411.86,3.334052
Mature economies,1986,4,13868.5,16411,19491.28,29269.2,244.499
Mature economies,1991,4,13752.5,16370,20871.53,31392.87,259.919
Mature economies,1997,4,14509.5,18471,23875.42,35880.98,275.854
Mature economies,2004,4,15919,20001,29081.44,41629.71,290.1079
Mature economies,2008,4,17786.5,23133,30298.2,43069.58,304.094
L. America & Carib.,1987,4,2307.5,3830,4062.661,9985.573,18.83928
L. America & Carib.,1992,4,2026.75,2655,4296.595,10651.92,21.121
L. America & Carib.,1998,4,1576,2247,3745.597,10186.34,23.413
L. America & Carib.,2003,4,1067.5,1496,3312.995,7872.955,25.674
L. America & Carib.,2006,4,1957.5,2630,4853.329,10721.08,27.935
Other Asia,1998,4,466,597,809.0143,1468.688,75.4563
Other Asia,2004,4,665.75,849,1031.028,2016.417,80.4684
Other Asia,2008,4,819.25,1024,1388.771,2610.563,85.1223
M. East & N. Africa,1998,4,912.75,1084,905.9475,2039.753,16.71685
M. East & N. Africa,2005,4,779.75,1008,1094.782,2236.083,19.41971
M. East & N. Africa,2008,4,598.5,778,1405.096,2254.945,22.6266
Sub-Saharan Africa,1993,4,1015.25,2063,3646.235,7345.607,37.4738
Sub-Saharan Africa,2000,4,955.5,1838,3978.354,7640.997,41.89968
Sub-Saharan Africa,2005,4,1178.25,3131,4591.693,8596.831,46.11649
Sub-Saharan Africa,2008,4,1335.5,3081,5198.479,9604.491,48.79302
Sub-Saharan Africa,1993,4,320.25,505,614.4482,1214.347,8.478471
Sub-Saharan Africa,1998,4,413.5,666,626.2399,1023.763,9.682058
Sub-Saharan Africa,2002,4,359.25,493,705.7579,1063.529,10.93826
Sub-Saharan Africa,2006,4,294.25,509,677.0244,1199.544,12.37961
Sub-Saharan Africa,1991,4,442,753,759.5699,674.7386,11.24455
Sub-Saharan Africa,1996,4,354.75,552,549.659,677.0416,12.26174
